property_name,breadcrumbs,price,image_url,description,seller_name,location,property_type,bathrooms,bedrooms
"3 BHK SEMI FURNISHED FLAT FOR RENT NEAR MANKAVE, CALICUT","Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Mankavu,3 BHK SEMI FURNISHED FLAT FOR RENT NEAR MANKAVE, CALICUT","{'amount': '30000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/u9qkphd5pjxu-IN/image;s=850x0,"Amenities :-,Swamming pool,Gym,Childrens play area,Party hall,Opan area,Garden,Visitors car parking,Grand lobby,Guest room,24 hrs security,CCTV,Waste management,ANOTHER FLAT FOR RENT :-,* 3 bhk furnished flat for rent near calicut beach 30000+ mnc,* 2 bhk furnished flat for rent malapparab 23000+mnc,* 4 bhk furnished flat for rent near ymca town 60000+ mnc,* 3 bhk furnished flat for rent near karaparamb rent 30000+ mnc,* 2 bhk furnished flat for rent near mankave 25000+ mnc,* 3 bhk semi furnished flat for rent near meenchanda 27000+ mnc,* 2 bhk furnished flat for rent at karaparamb 25000+ mnc,* 3 bhk semi furnished  flat for rent near puspha junction 25000+ mnc,* 2 bhk furnished flat for rent near meenchanda rent 25000+ mnc,* 2 bhk semi furnished flat for rent near methoduthzam rent 18000,* 2 bhk furnished flat for rent near cyber park and hilite mall rent 26000+ mnc,* 3 bhk semi furnished flat for rent HILITE city rent 35000,* 3 bhk semi furnished flat for rent erahipalam rent 27000+ mnc,* 2 bhk furnished flat for rent nadakave rent 25000+ mnc,* 3 bhk furnished flat for rent near west hill 35000,* 2 bhk furnished flat for rent kottoli rent 30000,* 2 bhk semi furnished flat for rent near calicut beach 20000+ mnc,* 2 bhk semi furnished flat for rent near karaparamb 20000+ mnc,* 3 bhk furnished flat for rent near sarovaram park 35000+ mnc,* 2 bhk furnished flat for rent HILITE city 30000+ mnc,* 1 bhk furnished flat for rent near land mark world 22000,* studio flat for rent land mark world 20000",JAZZ ASSOCIATES,"Mankavu, Kozhikode, Kerala",Flats / Apartments,3,3
Rent parambil basar poloor,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Calicut Beach,Rent parambil basar poloor","{'amount': '10000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/gxynw4mdp5vd-IN/image;s=850x0,"3 bed room,3 bath room,Road side,Dining ,Living,Kitchen,Work area,Well water,10k rent",Esr,"Calicut Beach, Kozhikode, Kerala",Flats / Apartments,3,3
2bhk fully furnished flat for rent at Calicut,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,2bhk fully furnished flat for rent at Calicut","{'amount': '35000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/jepo4anlwpff2-IN/image;s=850x0,2bhk fully furnished flat for rent at Calicut,FAISAL,"Thondayad, Kozhikode, Kerala",Flats / Apartments,2,2
3bhk semi furnished flat for rent  at olavanna,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,3bhk semi furnished flat for rent  at olavanna","{'amount': '30000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/71vdhfoeuuq63-IN/image;s=850x0,"3bhk semi furnished flat for rent at olavanna,15+ Amenities,LIFt,Security",FAISAL,"Thondayad, Kozhikode, Kerala",Flats / Apartments,3,3
1bhk fully furnished flat for rent at Thondayad bypass,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,1bhk fully furnished flat for rent at Thondayad bypass","{'amount': '23000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/46wv03ufxue02-IN/image;s=850x0,1bhk fully furnished flat for rent at Thondayad bypass,FAISAL,"Thondayad, Kozhikode, Kerala",Flats / Apartments,1,1
2bhk fully furnished flat for rent at Thondayad bypass,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,2bhk fully furnished flat for rent at Thondayad bypass","{'amount': '30000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/6q94ejw998qb3-IN/image;s=850x0,Near Hilite mall,FAISAL,"Thondayad, Kozhikode, Kerala",Flats / Apartments,3,2
First floor for Rent nr.Malaparamba bypass,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Madaparamba,First floor for Rent nr.Malaparamba bypass","{'amount': '12000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/o7n8l5ekpj5h2-IN/image;s=850x0,"First floor for Rent an indipendent house ,Just 100 mtrs from NH bypass Malaparamba.. near Vedavyasa vidyalaya. cyber park.Hilile mall within 5 kms..",Ramesh,"Madaparamba, Kozhikode, Kerala",Individual House / Villa,1,2
1bhk fully furnished flat for rent at Calicut Palazhi,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,1bhk fully furnished flat for rent at Calicut Palazhi","{'amount': '25000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/rvobmfgx0urt1-IN/image;s=850x0,1bhk fully furnished flat for rent at Calicut Palazhi,FAISAL,"Thondayad, Kozhikode, Kerala",Flats / Apartments,1,1
1bhk studio fully furnished flat for rent at Bypass,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,1bhk studio fully furnished flat for rent at Bypass","{'amount': '19000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/xgjzof0t5agj1-IN/image;s=850x0,Fully furnished flat for rent,FAISAL,"Thondayad, Kozhikode, Kerala",Flats / Apartments,1,1
Room for rent,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Tali,Room for rent","{'amount': '5500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/65ligcjg45w33-IN/image;s=850x0,"Near Tali temple, behind Nss school, puthiyapalam road.,Rent - 5,500/-,Advance - 15,000/-,Ph : 944,713,        82,32",Thankam,"Tali, Kozhikode, Kerala",Individual House / Villa,1,1
Near MIMS Hospital Govindapuram,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Govindapuram,Near MIMS Hospital Govindapuram","{'amount': '10000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ls21w3tl7zwz2-IN/image;s=850x0,Rent house,Krishna Kumar K,"Govindapuram, Kozhikode, Kerala",Independent / Builder Floors,2,1
3  BHK SEMI FURNISHED FLAT FOR RENT NEAR SAROVARAM BIOPARK ERAHIPALAM,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Eranjipalam,3  BHK SEMI FURNISHED FLAT FOR RENT NEAR SAROVARAM BIOPARK ERAHIPALAM","{'amount': '27000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/005us3fyghsi-IN/image;s=850x0,"Rent 27000+ mnc,Advance 3 months rent",JAZZ ASSOCIATES,"Eranjipalam, Kozhikode, Kerala",Flats / Apartments,3,3
2BHK Furnished for rent,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Puthiyara,2BHK Furnished for rent","{'amount': '25000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/o4e3ukdxdfkp2-IN/image;s=850x0,"24*7 security,Nearby mims hospital, baby memorial,hospital and lulu mall ,2 bedroom 2 bathroom ,Fully furnished ,1 balcony,1 car parking and 1 bike parking available ,Besides main road  ,All facilities are available nearby",Sreedev 6571,"Puthiyara, Kozhikode, Kerala",Flats / Apartments,2,2
"3  BHK  FURNISHED FLAT FOR RENT  NEAR KARAPARAMB, CALICUT","Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Karaparamba,3  BHK  FURNISHED FLAT FOR RENT  NEAR KARAPARAMB, CALICUT","{'amount': '30000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/1ikwmxoy8ka62-IN/image;s=850x0,"RENT 30000+ MNC,ADVANCE 3 MONTHS RENT,Amenities :-,Swamming pool,Gym,Childrens play area,Games room,Party hall,Opan area,Garden,Visitors car parking,Grand lobby,24 hrs security,CCTV,Waste management,ANOTHER FLAT FOR RENT :-,* 3 bhk furnished flat for rent near calicut beach 30000+ mnc,* 2 bhk furnished flat for rent malapparab 23000+ mnc,* 1 bhk furnished flat for rent thondayad byepass near hilite mall 20000+mnc,* 3 bhk furnished flat for rent near karaparamb rent 30000+ mnc,* 2 bhk furnished flat for rent near mankave 25000+ mnc,* 3 bhk semi furnished flat for rent near meenchanda 27000+ mnc,* 2 bhk furnished flat for rent at karaparamb 25000+ mnc,* 3 bhk semi furnished  flat for rent near puspha junction 25000+ mnc,* 2 bhk furnished flat for rent near meenchanda rent 25000+ mnc,* 2 bhk semi furnished flat for rent near methoduthzam rent 18000,* 2 bhk furnished flat for rent near cyber park and hilite mall rent 26000+ mnc,* 3 bhk semi furnished flat for rent HILITE city rent 35000,* 3 bhk semi furnished flat for rent erahipalam rent 27000+ mnc,* 2 bhk furnished flat for rent nadakave rent 25000+ mnc,* 3 bhk furnished flat for rent near west hill 35000,* 2 bhk furnished flat for rent kottoli rent 30000,* 2 bhk semi furnished flat for rent near calicut beach 20000+ mnc,* 2 bhk semi furnished flat for rent near karaparamb 20000+ mnc,* 3 bhk furnished flat for rent near sarovaram park 35000+ mnc,* 2 bhk furnished flat for rent HILITE city 30000+ mnc,* 1 bhk furnished flat for rent near land mark world 22000,* studio flat for rent land mark world 20000,* 3 bhk semi furnished flat for rent near pottamal rent 26000",JAZZ ASSOCIATES,"Karaparamba, Kozhikode, Kerala",Flats / Apartments,3,3
Studio fully furnished flat for rent at Thondayad bypass,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,Studio fully furnished flat for rent at Thondayad bypass","{'amount': '21000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/jax52owyhgdm2-IN/image;s=850x0,"Studio fully furnished flat for rent at Thondayad bypass,Cyber park 2km,Ul cyber park 2km,Metro Hospital 1km",FAISAL,"Thondayad, Kozhikode, Kerala",Flats / Apartments,1,1
"3 BHK FURNISHED FLAT FOR RENT NEAR NEAR METHRA HOSPITAL, KARAPARAMB","Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in West Hill,3 BHK FURNISHED FLAT FOR RENT NEAR NEAR METHRA HOSPITAL, KARAPARAMB","{'amount': '35000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/t0moprkshxax1-IN/image;s=850x0,"3 bhk furnished flat for rent near karaparamb,Rent 35000+ mnc,Advance 1L,ANOTHER FLAT FOR RENT :-,* 3 bhk furnished flat for rent near calicut beach 30000+ mnc,* 2 bhk furnished flat for rent malapparab 23000+ mnc,* 1 bhk furnished flat for rent thondayad byepass near hilite mall 20000+mnc,* 4 bhk furnished flat for rent near ymca town 60000+ mnc,* 3 bhk furnished flat for rent near karaparamb rent 30000+ mnc,* 2 bhk furnished flat for rent near mankave 25000+ mnc,* 3 bhk semi furnished flat for rent near meenchanda 27000+ mnc,* 2 bhk furnished flat for rent at karaparamb 25000+ mnc,* 3 bhk semi furnished  flat for rent near puspha junction 25000+ mnc,* 2 bhk furnished flat for rent near meenchanda rent 25000+ mnc,* 2 bhk semi furnished flat for rent near methoduthzam rent 18000,* 2 bhk furnished flat for rent near cyber park and hilite mall rent 26000+ mnc,* 3 bhk semi furnished flat for rent HILITE city rent 35000,* 3 bhk semi furnished flat for rent erahipalam rent 27000+ mnc,* 2 bhk furnished flat for rent nadakave rent 25000+ mnc,* 3 bhk furnished flat for rent near west hill 35000,* 2 bhk furnished flat for rent kottoli rent 30000,* 2 bhk semi furnished flat for rent near calicut beach 20000+ mnc,* 2 bhk semi furnished flat for rent near karaparamb 20000+ mnc,* 3 bhk furnished flat for rent near sarovaram park 35000+ mnc,* 2 bhk furnished flat for rent HILITE city 30000+ mnc,* 1 bhk furnished flat for rent near land mark world 22000,* studio flat for rent land mark world 20000,* 3 bhk semi furnished flat for rent near pottamal rent 26000",JAZZ ASSOCIATES,"West Hill, Kozhikode, Kerala",Flats / Apartments,3,3
"2 BHK FURNISHED FLAT FOR RENT NEAR NADAKAVE, CALICUT","Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Nadakkavu,2 BHK FURNISHED FLAT FOR RENT NEAR NADAKAVE, CALICUT","{'amount': '25000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/fksqjp8mb7l6-IN/image;s=850x0,"2 bhk furnished ,Rent 25000+ mnc,Advance 3 months rent,ANOTHER FLAT FOR RENT :-,* 3 bhk furnished flat for rent near calicut beach 30000+ mnc,* 2 bhk furnished flat for rent malapparab 23000+ mnc,* 1 bhk furnished flat for rent thondayad byepass near hilite mall 20000+mnc,* 4 bhk furnished flat for rent near ymca town 60000+ mnc,* 3 bhk furnished flat for rent near karaparamb rent 30000+ mnc,* 2 bhk furnished flat for rent near mankave 25000+ mnc,* 3 bhk semi furnished flat for rent near meenchanda 27000+ mnc,* 2 bhk furnished flat for rent at karaparamb 25000+ mnc,* 3 bhk semi furnished  flat for rent near puspha junction 25000+ mnc,* 2 bhk furnished flat for rent near meenchanda rent 25000+ mnc,* 2 bhk furnished flat for rent near cyber park and hilite mall rent 26000+ mnc,* 3 bhk semi furnished flat for rent HILITE city rent 35000,* 3 bhk semi furnished flat for rent erahipalam rent 27000+ mnc,* 2 bhk furnished flat for rent nadakave rent 25000+ mnc,* 3 bhk furnished flat for rent near west hill 35000,* 2 bhk furnished flat for rent kottoli rent 30000,* 2 bhk semi furnished flat for rent near calicut beach 20000+ mnc,* 2 bhk semi furnished flat for rent near karaparamb 20000+ mnc,* 3 bhk furnished flat for rent near sarovaram park 35000+ mnc,* 2 bhk furnished flat for rent HILITE city 30000+ mnc,* 1 bhk furnished flat for rent near land mark world 22000,* studio flat for rent land mark world 20000,* 3 bhk semi furnished flat for rent near pottamal rent 26000",JAZZ ASSOCIATES,"Nadakkavu, Kozhikode, Kerala",Flats / Apartments,2,2
"3 BHK - SEMI FURNISHED FLAT - NEAR KOTTOLI, CALICUT","Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kottuli,3 BHK - SEMI FURNISHED FLAT - NEAR KOTTOLI, CALICUT","{'amount': '28000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/0fvhkl1269r4-IN/image;s=850x0,"3 bhk semi furnished flat for rent near kottoli, calicut,Rent 28000+ mnc,Advance 1L,Amenities :-,Swamming pool,Gym,Childrens play area,Games room,Party hall,Opan area,Garden,Visitors car parking,Grand lobby,Guest room,24 hrs security,CCTV,Waste management.,ANOTHER FLAT FOR RENT :-,* 3 bhk furnished flat for rent near calicut beach 30000+ mnc,* 2 bhk furnished flat for rent malapparab 23000+ mnc,* 1 bhk furnished flat for rent thondayad byepass near hilite mall 20000+mnc,* 4 bhk furnished flat for rent near ymca town 60000+ mnc,* 3 bhk furnished flat for rent near karaparamb rent 30000+ mnc,* 2 bhk furnished flat for rent near mankave 25000+ mnc,* 3 bhk semi furnished flat for rent near meenchanda 27000+ mnc,* 2 bhk furnished flat for rent at karaparamb 25000+ mnc,* 3 bhk semi furnished  flat for rent near puspha junction 25000+ mnc,* 2 bhk furnished flat for rent near meenchanda rent 25000+ mnc,* 2 bhk semi furnished flat for rent near methoduthzam rent 18000,* 2 bhk furnished flat for rent near cyber park and hilite mall rent 26000+ mnc,* 3 bhk semi furnished flat for rent HILITE city rent 35000,* 3 bhk semi furnished flat for rent erahipalam rent 27000+ mnc,* 2 bhk furnished flat for rent nadakave rent 25000+ mnc,* 3 bhk furnished flat for rent near west hill 35000,* 2 bhk furnished flat for rent kottoli rent 30000,* 2 bhk semi furnished flat for rent near calicut beach 20000+ mnc,* 2 bhk semi furnished flat for rent near karaparamb 20000+ mnc,* 3 bhk furnished flat for rent near sarovaram park 35000+ mnc,* 2 bhk furnished flat for rent HILITE city 30000+ mnc,* 1 bhk furnished flat for rent near land mark world 22000,* studio flat for rent land mark world 20000,* 3 bhk semi furnished flat for rent near pottamal rent 26000",JAZZ ASSOCIATES,"Kottuli, Kozhikode, Kerala",Flats / Apartments,3,3
4 bedroom attached apartment karaparamba,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Karaparamba,4 bedroom attached apartment karaparamba","{'amount': '35000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/qczi0byrlzdj3-IN/image;s=850x0,"2 bhk up stairs,2 bedroom ground floor.good ground open water well all vehicles acess road frontage just 500 meter karaparamba junction 1 km mythra hospital",SHIJESH R.V,"Karaparamba, Kozhikode, Kerala",Flats / Apartments,4,4
house for rent kozhikode malaparamba paroppady,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Malaparamba Paroppady,house for rent kozhikode malaparamba paroppady","{'amount': '20000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ipbd90ihez8e1-IN/image;s=850x0,paroppdy chevarambalam road 2 bathroom attached bedrooms. kitchen living room dining hall. 1 lakh advance monthly 20000 rent,sachu indran ,"Malaparamba Paroppady, Kozhikode, Kerala",Individual House / Villa,2,2
House for rent and PG,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Poovangal,House for rent and PG","{'amount': '100000', 'currency': '₹'}",https://statics.olx.in/olxin/misc/emptyState_v1.png,"Advance 50000 to 100000,Rent 12k to 15k",anjali,"Poovangal, Kozhikode, Kerala",Individual House / Villa,2,2
